SampleID,asv_1,asv_2,asv_3,asv_4,asv_5,asv_6,asv_7,asv_8,asv_9,asv_10,asv_11,asv_12,asv_13,asv_14,asv_15,asv_16,asv_17,asv_18,asv_19,asv_20,asv_21,asv_22,asv_23,asv_24,asv_25,asv_26,asv_27,asv_28,asv_29,asv_30,asv_31,asv_32,asv_33,asv_34,asv_35,asv_36,asv_37,asv_38,asv_39,asv_40,asv_41,asv_42,asv_43,asv_44,asv_45,asv_46,asv_47,asv_48,asv_49,asv_50,asv_51,asv_52,asv_53,asv_54,asv_55,asv_56,asv_57,asv_58,asv_59,asv_60,asv_61,asv_62,asv_63,asv_64,asv_65,asv_66,asv_67,asv_68,asv_69,asv_70,asv_71,asv_72,asv_73,asv_74,asv_75,asv_76,asv_77,asv_78,asv_79,asv_80,asv_81,asv_82,asv_83,asv_84,asv_85,asv_86,asv_87,asv_88,asv_89,asv_90,asv_91,asv_92,asv_93,asv_94,asv_95,asv_96,asv_97,asv_98,asv_99,asv_100
3232,0.7702801461632156,0.0022736500203004,0.0,0.0,0.0003654080389768,0.0,0.0,0.0,0.0,0.0007308160779537,0.1306536743808364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014210312626877,0.0,0.0,0.0,0.0007308160779537,0.0004060089321965,0.0,0.0,0.0,0.0,0.0045473000406008,0.0008932196508323,0.0014210312626877,0.0,0.0,0.0037352821762078,0.0019488428745432,0.0,0.0,0.0001218026796589,0.0,0.0021518473406414,0.0,0.0003248071457572,0.0,0.0003248071457572,0.0,0.0,0.0,0.0,0.0,0.0,0.0005684125050751,8.120178643930166e-05,0.0,0.0012180267965895,0.0010556232237109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003248071457572,0.0,8.120178643930166e-05,0.0001624035728786,0.0,0.0,0.0,0.0,0.0,0.0,0.0003248071457572,0.0,0.0001218026796589,0.0004060089321965,0.0,0.0003248071457572,0.0,0.0,0.0,0.0,0.0,0.0,0.0037758830694275,0.0,0.0,0.0,0.0,0.0,0.0039382866423061,0.0,0.0,0.0,0.0
8436,0.4880428256954172,0.0049529717830698,0.0,0.0,0.0010006003602161,0.0,0.006704022413448,0.0028517110266159,0.0001500900540324,0.000750450270162,0.0437762657594556,0.0019511707024214,0.003352011206724,0.0008505103061837,0.0003502101260756,0.0133079847908745,0.0,0.0,0.0,0.0,0.0,0.0025515309185511,0.0017510506303782,0.0,0.0,0.0011006603962377,0.000250150090054,0.0,0.0045027016209725,0.0,0.0,0.0,0.0003502101260756,0.0009005403241945,0.0,0.0,0.0019011406844106,0.0,0.0013508104862917,0.0244146487892735,0.0,0.0,0.0067540524314588,0.001801080648389,0.0,0.0001500900540324,0.0038022813688212,0.0,0.0025515309185511,0.0059035421252751,0.0001500900540324,0.0014008405043025,0.0001000600360216,0.0013508104862917,5.003001801080648e-05,0.0006003602161296,0.0034520712427456,0.0008505103061837,0.0,0.0014008405043025,0.0026015609365619,0.003352011206724,0.0001500900540324,0.000250150090054,0.0,0.0,0.0006503902341404,0.0049529717830698,0.0,0.0,0.0001500900540324,0.0003001801080648,0.0,0.0,0.0001500900540324,0.0,0.0,0.0001000600360216,0.0003001801080648,0.0,0.0009505703422053,0.0,0.0,0.0009505703422053,0.0,0.0,0.000250150090054,0.0047028216930158,0.0,0.0,0.0,0.0009505703422053,0.0,0.0,0.0013007804682809,0.0062537522513508,0.0,0.0,0.0,0.0
3243,0.0022265403611043,0.0085418184762367,0.0,0.0,0.0001619302080803,0.0,0.0,0.011739940085823,0.0007286859363614,0.0010930289045421,0.3054408549914986,0.0,0.0019836450489838,0.0,0.0007691684883815,0.0344506517690875,0.0003643429681807,0.0,0.0002024127601003,0.0,0.0,0.0027528135373653,0.0021455752570642,0.001578819528783,0.0,0.0116994575338029,0.0017407497368634,0.0,0.0,0.0030361914015059,0.0,0.0008096510404015,0.008177475508056,0.0033600518176665,0.0259897983968909,0.0152214395595498,0.0299166059428386,0.0020241276010039,0.0,0.0,0.0,0.0,0.0010120638005019,0.0048983887944296,0.0001619302080803,0.0047769411383693,0.0031576390575661,0.0,0.0065986559792729,0.0024289531212047,0.0,0.0036434296818071,0.0007286859363614,0.0039268075459476,0.0006072382803011,4.048255202007934e-05,0.0113351145656222,0.0080560278519957,0.0,0.0,0.0024694356732248,0.002590883329285,0.0009715812484819,0.0002428953121204,0.0170836369524734,0.0002428953121204,0.0,0.0089061614444174,0.0,0.0,8.096510404015869e-05,0.001578819528783,0.0003238604161606,0.0,0.0007691684883815,0.0052222492105902,0.0008096510404015,0.0007691684883815,0.0,0.0,0.0025099182252449,0.0,0.0074083070196745,0.0002833778641405,0.0,0.0,8.096510404015869e-05,0.0043721156181685,4.048255202007934e-05,0.0006072382803011,8.096510404015869e-05,0.0013359242166626,0.0003238604161606,0.0029957088494858,0.0001619302080803,0.0335600356246457,0.0,0.0,0.0,0.0003643429681807
12,0.0,0.0,0.0,0.3939491341556511,0.0,0.0,0.0085981759010004,0.0,0.0,0.0004017839206074,0.0,0.0,0.0,0.0186829523082486,0.0,0.0,0.0,0.0,0.0068303266503274,0.0,0.0,0.0002410703523644,8.035678412149946e-05,0.0,0.0,0.0,0.0,0.436980192052714,0.025031138253847,0.0,0.0,0.0,0.0001205351761822,0.0002410703523644,0.0064285427297199,0.0012053517618224,0.0006830326650327,0.0,0.0,0.0,0.0010446381935794,0.0,0.0,0.0,0.0,0.0002008919603037,0.0007232110570934,0.0,0.0,0.0,0.0005223190967897,0.0015669572903692,0.0,0.0016874924665514,0.0,0.0,0.0002410703523644,0.0178392060749728,0.0,0.0024508819157057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009642814094579,0.0,0.0001607135682429,0.0002812487444252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001205351761822,0.0,0.0,0.0,8.035678412149946e-05,0.0,0.0,0.0,0.0,0.0,0.0022499899554019,0.0,0.0,8.035678412149946e-05,0.0,0.0,0.0,0.0,0.0001205351761822,0.0,0.0
3252,0.5935438956470761,0.0,0.0001465630954125,0.0,0.0,0.0,0.206690605305584,0.0248424446724314,0.0,0.0,0.0,0.0,0.0014656309541257,0.0,0.0,0.0004763300600908,7.328154770628756e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.001795397918804,0.0,0.0,0.0,0.0,0.0067419023889784,0.0,0.0,0.0,0.0,0.0002931261908251,0.0053129122087058,0.0,0.0,0.0,0.0,0.0,0.000256485416972,0.0031511065513703,0.0,0.0021984464311886,0.0,0.0,7.328154770628756e-05,0.000512970833944,0.0,0.001538912501832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003664077385314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0166349113293272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3257,0.0018366597281743,0.0377943757397657,0.0,0.0001632586425043,0.0002448879637565,0.0,0.0,0.0128566180972205,0.0,0.0007754785518958,0.2470919554303906,0.0276315252438675,0.0106118117627851,0.0,0.0,0.2662748459246561,0.0006938492306436,0.0,0.0,0.0002857026243826,0.0,0.0,0.0,0.0,0.0,0.0,0.000448961266887,0.0001224439818782,0.0,0.0,0.0,0.0,0.0043263540263662,0.099424513285172,0.0760785274070446,0.0024488796375658,0.0035100608138443,0.0008979225337741,0.0,0.0,0.0,0.0,0.0,0.0588139259622056,0.0,0.0,0.0005305905881392,0.0030202848863311,0.0,0.0015917717644177,0.0,0.0,0.0,0.0001632586425043,0.0005714052487653,0.0,0.0004081466062609,0.0155095710379168,0.0,0.0023264356556875,0.0,0.0,0.0,0.0,0.0,0.0010611811762785,0.0016325864250438,0.0025713236194441,0.0,0.001265254479409,0.0,0.0064079017182972,0.0001224439818782,0.0,0.0,0.0,0.0,0.0002857026243826,0.0,0.0004081466062609,0.0,0.0,0.0037549487776009,0.0,0.0,0.0,0.0001632586425043,0.0,0.0,0.0025713236194441,0.0,0.0008979225337741,0.0,0.0008979225337741,0.0,0.0,0.0,0.0,0.0,0.0
3258,0.0015035214053968,0.0419007675872438,7.913270554720265e-05,0.0005143625860568,0.0006726279971512,0.0,0.0,0.0114742423043443,0.0,0.0003560971749624,0.2082772810002374,0.0225528210809527,0.012107303948722,0.0,0.0,0.2921975152330458,0.0006330616443776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004747962332832,0.0,0.0,0.0,0.0,0.0,0.0028092110469256,0.1075413468386484,0.0754134683864841,0.0039566352773601,0.0067262799715122,0.0015430877581704,0.0,0.0,0.0001582654110944,0.0,0.0,0.0555115929413626,0.000197831763868,0.0,0.0014243886998496,0.0029279101052464,0.0,0.00098915881934,0.0,0.0,0.0,0.0003165308221888,0.000791327055472,0.0,0.0003165308221888,0.0208514679116879,0.0,0.00197831763868,0.0,0.0,0.0,0.0,0.0,0.001186990583208,0.0012661232887552,0.0020970166970008,0.0,0.000395663527736,0.0,0.0015035214053968,0.0005143625860568,0.0,0.0,0.0,0.0,0.0,0.0,0.0005539289388304,0.0,0.0,0.0030466091635673,0.0,0.0,0.0,3.9566352773601326e-05,0.0,0.0,0.001384822347076,0.0,0.0016617868164912,0.0,0.0007517607026984,0.0,0.0,0.0,0.0,0.0,7.913270554720265e-05
2515,0.6888729947890059,0.0029631143353428,0.0,0.0,0.0004087054255645,0.0,0.0,0.0003065290691733,0.0003065290691733,0.0004087054255645,0.0193113313579237,0.002350056196996,0.0025544089097782,0.000817410851129,0.0,0.0199243894962705,0.0,0.0,0.0,0.0,0.0,0.0,0.0003065290691733,0.0,0.0,0.0003065290691733,0.0,0.0,0.0,0.0,0.0,0.0014304689894758,0.0001021763563911,0.0035761724736895,0.0030652906917339,0.0003065290691733,0.0,0.0,0.0015326453458669,0.0,0.0,0.0039848778992541,0.0,0.0252375600286093,0.0,0.0,0.000817410851129,0.0,0.0011239399203024,0.0004087054255645,0.0009195872075201,0.0003065290691733,0.0002043527127822,0.0005108817819556,0.0,0.0,0.0009195872075201,0.0002043527127822,0.0,0.0006130581383467,0.0002043527127822,0.0,0.0001021763563911,0.0003065290691733,0.0,0.0,0.0007152344947379,0.0009195872075201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004087054255645,0.0,0.0,0.0,0.0,0.0,0.0,0.0013282926330847,0.0,0.0004087054255645,0.0,0.0,0.0,0.0,0.0,0.0040870542556452,0.0,0.0,0.0,0.0
9907,0.7247289261979714,0.0,0.0,0.0,0.0005829544129649,0.0,0.0,0.0,0.0,0.0,0.0068788620729858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002331817651859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013990905911157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048968170689052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006995452955578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9903,0.3424738219895288,0.0045811518324607,0.0,0.0,0.0006544502617801,0.0,0.0385471204188481,0.0008507853403141,0.0,0.0007198952879581,0.0278141361256544,0.0089659685863874,0.0,0.0,0.0011780104712041,0.0396596858638743,0.0,0.0,0.0,0.0,0.0,0.0011125654450261,0.0009162303664921,0.000392670157068,0.0,0.0,0.0,0.0,0.0080497382198952,0.0,0.0,0.0,0.0026178010471204,0.0021596858638743,0.0,0.0038612565445026,0.0007853403141361,0.0,0.0037958115183246,0.0,0.0,0.0,0.0,0.0026832460732984,0.0020287958115183,0.0028795811518324,0.0021596858638743,0.0,0.0007198952879581,0.0013743455497382,0.0,0.0016361256544502,0.0043848167539267,0.000130890052356,0.0008507853403141,0.0,0.0013089005235602,0.0,0.0007198952879581,0.0006544502617801,0.0011780104712041,0.0029450261780104,0.000392670157068,0.0,0.0,0.000196335078534,6.544502617801048e-05,0.000196335078534,0.0,0.0,0.0,0.0006544502617801,0.0,0.0016361256544502,0.0,0.0,0.0,0.0,0.000196335078534,0.0,0.00032722513089,0.0,0.0020287958115183,0.000130890052356,0.0,0.0,0.0,0.0032722513089005,0.0,0.0009162303664921,0.0,0.00032722513089,0.0,0.0,0.0009162303664921,0.0056282722513089,0.0,0.0,0.0,0.0
